user_id,test_group,credit_score_bucket,income_level,has_login,has_viewed_dashboard,has_clicked_credit_health,has_started_app,has_submitted_app,is_converted,application_amount
USER_00185,treatment,Poor,High,1,1,0,0,0,0,
USER_00186,treatment,Poor,Low,1,1,1,0,0,0,
USER_00187,control,Excellent,Low,1,1,0,0,0,0,
USER_00188,treatment,Poor,High,1,1,0,0,0,0,
USER_00189,control,Good,Medium,1,1,1,1,1,1,9185.0
USER_00190,treatment,Fair,Medium,1,1,1,0,0,0,
USER_00191,treatment,Excellent,Medium,1,1,1,1,1,1,15044.0
USER_00192,treatment,Poor,Medium,1,1,1,1,1,1,10504.0
USER_00193,control,Excellent,Medium,1,1,1,0,0,0,
USER_00194,control,Fair,Medium,1,1,1,0,0,0,
USER_00195,treatment,Good,Medium,1,1,1,0,0,0,
USER_00196,control,Fair,Medium,1,1,0,0,0,0,
USER_00197,control,Good,Low,1,1,0,0,0,0,
USER_00198,control,Fair,High,1,1,0,0,0,0,
USER_00199,control,Good,Low,1,1,0,0,0,0,
USER_00200,treatment,Good,Medium,1,1,1,1,1,1,12680.0
USER_00201,control,Fair,Medium,1,1,1,0,0,0,
USER_00202,control,Fair,Medium,1,1,1,0,0,0,
USER_00203,control,Good,High,1,1,0,0,0,0,
USER_00204,control,Poor,Medium,1,1,1,0,0,0,
USER_00205,control,Good,Medium,1,1,0,0,0,0,
USER_00206,treatment,Fair,Medium,1,1,0,0,0,0,
USER_00207,treatment,Fair,Medium,1,1,1,0,0,0,
USER_00208,treatment,Excellent,High,1,1,1,0,0,0,
USER_00209,control,Good,Low,1,1,0,0,0,0,
USER_00210,treatment,Fair,Medium,1,1,1,1,1,1,9946.0
USER_00211,control,Fair,Low,1,1,1,0,0,0,
USER_00212,control,Excellent,High,1,1,0,0,0,0,
USER_00213,treatment,Good,Medium,1,1,1,0,0,0,
USER_00214,control,Fair,Medium,1,1,1,1,1,1,14123.0
USER_00215,treatment,Fair,Medium,1,1,1,1,1,1,13219.0
USER_00216,control,Excellent,High,1,1,0,0,0,0,
USER_00217,treatment,Fair,Low,1,1,1,1,1,1,14573.0
USER_00218,treatment,Fair,Medium,1,1,0,0,0,0,
USER_00219,control,Fair,Medium,1,1,1,0,0,0,
USER_00220,treatment,Good,Medium,1,1,1,0,0,0,
USER_00221,control,Fair,Medium,1,1,1,0,0,0,
USER_00222,control,Good,Medium,1,1,0,0,0,0,
USER_00223,treatment,Good,Medium,1,1,0,0,0,0,
USER_00224,control,Poor,Medium,1,1,0,0,0,0,
USER_00225,control,Good,Medium,1,1,0,0,0,0,
USER_00226,treatment,Good,Low,1,1,1,1,1,1,14447.0
USER_00227,treatment,Poor,Low,1,1,1,0,0,0,
USER_00228,treatment,Good,Medium,1,1,0,0,0,0,
USER_00229,treatment,Good,Medium,1,1,1,0,0,0,
USER_00230,treatment,Poor,Low,1,1,1,0,0,0,
USER_00231,control,Fair,Medium,1,1,0,0,0,0,
USER_00232,control,Good,Medium,1,1,0,0,0,0,
USER_00233,control,Fair,Medium,1,1,0,0,0,0,
USER_00234,control,Excellent,Medium,1,1,0,0,0,0,
USER_00235,control,Poor,Medium,1,1,0,0,0,0,
USER_00236,control,Excellent,Medium,1,1,0,0,0,0,
USER_00237,treatment,Poor,Medium,1,1,1,0,0,0,
USER_00238,treatment,Good,High,1,1,1,1,1,1,15284.0
USER_00239,control,Excellent,Low,1,1,1,0,0,0,
USER_00240,control,Poor,Medium,1,1,1,0,0,0,
USER_00241,treatment,Excellent,Medium,1,1,1,1,1,1,10560.0
USER_00242,treatment,Fair,High,1,1,1,1,1,1,5514.0
USER_00243,control,Good,Medium,1,1,1,0,0,0,
USER_00244,treatment,Fair,Medium,1,1,1,0,0,0,
USER_00245,control,Good,Medium,1,1,1,0,0,0,
USER_00246,treatment,Good,Medium,1,1,1,0,0,0,
USER_00247,control,Fair,Medium,1,1,0,0,0,0,
USER_00248,treatment,Fair,Low,1,1,1,1,1,1,7264.0
USER_00249,treatment,Good,Medium,1,1,1,1,1,1,12738.0
USER_00250,treatment,Good,Medium,1,1,1,0,0,0,
USER_00251,control,Excellent,Low,1,1,0,0,0,0,
USER_00252,control,Fair,Low,1,1,0,0,0,0,
USER_00253,control,Good,Medium,1,1,0,0,0,0,
USER_00254,treatment,Excellent,Low,1,1,1,1,1,1,14040.0
USER_00255,control,Fair,Medium,1,1,1,0,0,0,
USER_00256,treatment,Good,Medium,1,1,1,1,1,1,12479.0
USER_00257,treatment,Good,Medium,1,1,1,1,1,1,13961.0
USER_00258,treatment,Good,Medium,1,1,1,0,0,0,
USER_00259,treatment,Excellent,Medium,1,1,1,0,0,0,
USER_00260,control,Good,High,1,1,0,0,0,0,
USER_00261,control,Good,Medium,1,1,0,0,0,0,
USER_00262,treatment,Good,Medium,1,1,1,1,1,1,7388.0
USER_00263,control,Good,Medium,1,1,1,0,0,0,
USER_00264,control,Excellent,Medium,1,1,1,0,0,0,
USER_00265,control,Good,High,1,1,1,0,0,0,
USER_00266,control,Fair,Medium,1,1,0,0,0,0,
USER_00267,control,Excellent,Medium,1,1,0,0,0,0,
USER_00268,control,Fair,Medium,1,1,1,1,1,1,17804.0
USER_00269,treatment,Poor,Low,1,1,1,0,0,0,
USER_00270,control,Good,Low,1,1,1,0,0,0,
USER_00271,treatment,Fair,Low,1,1,1,1,1,1,9118.0
USER_00272,treatment,Good,Medium,1,1,1,1,1,1,12829.0
USER_00273,control,Good,Medium,1,1,0,0,0,0,
USER_00274,treatment,Good,High,1,1,1,0,0,0,
USER_00275,control,Fair,Medium,1,1,0,0,0,0,
USER_00276,treatment,Fair,High,1,1,1,0,0,0,
USER_00277,control,Poor,Medium,1,1,0,0,0,0,
USER_00278,control,Excellent,Medium,1,1,1,0,0,0,
USER_00279,control,Excellent,Low,1,1,0,0,0,0,
USER_00280,treatment,Fair,Low,1,1,1,1,1,1,18386.0
USER_00281,treatment,Fair,Medium,1,1,1,0,0,0,
USER_00282,treatment,Excellent,Medium,1,1,0,0,0,0,
USER_00283,control,Fair,Low,1,1,1,0,0,0,
USER_00284,treatment,Excellent,Low,1,1,0,0,0,0,
USER_00285,treatment,Good,Medium,1,1,1,0,0,0,
USER_00286,treatment,Excellent,Low,1,1,1,0,0,0,
USER_00287,treatment,Poor,Medium,1,1,1,0,0,0,
USER_00288,treatment,Poor,High,1,1,1,0,0,0,
USER_00289,treatment,Good,Low,1,1,1,0,0,0,
USER_00290,control,Excellent,Medium,1,1,1,0,0,0,
USER_00291,control,Good,Medium,1,1,0,0,0,0,
USER_00292,treatment,Good,Medium,1,1,1,1,1,1,12022.0
USER_00293,control,Fair,Medium,1,1,1,0,0,0,
USER_00294,control,Good,Medium,1,1,0,0,0,0,
USER_00295,control,Fair,Medium,1,1,0,0,0,0,
USER_00296,control,Good,Medium,1,1,1,1,1,1,16398.0
USER_00297,control,Excellent,Medium,1,1,0,0,0,0,
USER_00298,treatment,Good,Medium,1,1,1,1,1,1,10351.0
USER_00299,control,Fair,Medium,1,1,0,0,0,0,
USER_00300,treatment,Good,Medium,1,1,1,0,0,0,
USER_00301,control,Good,High,1,1,0,0,0,0,
USER_00302,control,Excellent,Medium,1,1,1,0,0,0,
USER_00303,treatment,Good,Low,1,1,0,0,0,0,
USER_00304,treatment,Excellent,Low,1,1,1,0,0,0,
USER_00305,control,Fair,High,1,1,1,0,0,0,
USER_00306,treatment,Good,Medium,1,1,0,0,0,0,
USER_00307,control,Excellent,Medium,1,1,0,0,0,0,
USER_00308,control,Excellent,Medium,1,1,0,0,0,0,
USER_00309,control,Fair,High,1,1,1,0,0,0,
USER_00310,treatment,Poor,High,1,1,1,1,1,1,11702.0
USER_00311,control,Excellent,High,1,1,1,0,0,0,
USER_00312,control,Fair,High,1,1,0,0,0,0,
USER_00313,control,Fair,High,1,1,0,0,0,0,
USER_00314,treatment,Excellent,Medium,1,1,1,1,1,1,18033.0
USER_00315,control,Good,Medium,1,1,1,0,0,0,
USER_00316,treatment,Good,Medium,1,1,0,0,0,0,
USER_00317,control,Fair,Medium,1,1,1,0,0,0,
USER_00318,treatment,Excellent,Medium,1,1,1,1,1,1,17036.0
USER_00319,control,Excellent,Medium,1,1,1,0,0,0,
USER_00320,control,Fair,Low,1,1,0,0,0,0,
USER_00321,treatment,Excellent,Medium,1,1,1,1,1,1,9502.0
USER_00322,control,Poor,Medium,1,1,0,0,0,0,
USER_00323,control,Excellent,Medium,1,1,0,0,0,0,
USER_00324,treatment,Excellent,Medium,1,1,1,1,1,1,12537.0
USER_00325,treatment,Good,Medium,1,1,1,1,1,1,16732.0
USER_00326,treatment,Poor,High,1,1,1,0,0,0,
USER_00327,treatment,Good,Medium,1,1,1,0,0,0,
USER_00328,control,Good,Medium,1,1,0,0,0,0,
USER_00329,treatment,Good,Medium,1,1,0,0,0,0,
USER_00330,control,Good,Medium,1,1,0,0,0,0,
USER_00331,treatment,Good,Low,1,1,1,1,1,1,16023.0
USER_00332,control,Excellent,Medium,1,1,0,0,0,0,
USER_00333,treatment,Fair,Low,1,1,1,0,0,0,
USER_00334,control,Poor,High,1,1,1,0,0,0,
USER_00335,treatment,Excellent,Medium,1,1,1,0,0,0,
USER_00336,treatment,Fair,Low,1,1,1,0,0,0,
USER_00337,control,Good,Medium,1,1,0,0,0,0,
USER_00338,control,Fair,Medium,1,1,0,0,0,0,
USER_00339,treatment,Fair,High,1,1,1,0,0,0,
USER_00340,treatment,Excellent,Medium,1,1,1,0,0,0,
USER_00341,treatment,Fair,Medium,1,1,1,0,0,0,
USER_00342,treatment,Fair,High,1,1,1,0,0,0,
USER_00343,control,Good,High,1,1,0,0,0,0,
USER_00344,treatment,Good,Medium,1,1,1,1,1,1,7013.0
USER_00345,treatment,Fair,Medium,1,1,1,0,0,0,
USER_00346,control,Excellent,Medium,1,1,1,0,0,0,
USER_00347,treatment,Fair,Medium,1,1,1,0,0,0,
USER_00348,control,Good,High,1,1,0,0,0,0,
USER_00349,control,Good,High,1,1,0,0,0,0,
USER_00350,treatment,Fair,Medium,1,1,1,0,0,0,
USER_00351,treatment,Good,Medium,1,1,1,1,1,1,5750.0
USER_00352,treatment,Fair,High,1,1,1,0,0,0,
USER_00353,treatment,Excellent,Low,1,1,0,0,0,0,
USER_00354,control,Excellent,Medium,1,1,1,0,0,0,
USER_00355,treatment,Fair,Medium,1,1,1,0,0,0,
USER_00356,control,Excellent,Medium,1,1,0,0,0,0,
USER_00357,control,Good,Medium,1,1,0,0,0,0,
USER_00358,control,Good,Low,1,1,1,0,0,0,
USER_00359,control,Fair,Low,1,1,0,0,0,0,
USER_00360,treatment,Good,Low,1,1,1,1,1,1,13756.0
USER_00361,treatment,Fair,Medium,1,1,1,0,0,0,
USER_00362,control,Good,Medium,1,1,0,0,0,0,
USER_00363,control,Good,High,1,1,1,1,1,1,16410.0
USER_00364,treatment,Good,High,1,1,1,1,1,1,18877.0
USER_00365,treatment,Fair,Medium,1,1,1,0,0,0,
USER_00366,control,Fair,Medium,1,1,1,0,0,0,
USER_00367,treatment,Good,Medium,1,1,0,0,0,0,
USER_00368,control,Poor,Medium,1,1,1,0,0,0,
USER_00369,treatment,Fair,Medium,1,1,0,0,0,0,
USER_00370,control,Fair,Medium,1,1,0,0,0,0,
USER_00371,control,Excellent,Medium,1,1,0,0,0,0,
USER_00372,treatment,Good,Medium,1,1,1,0,0,0,
USER_00373,treatment,Excellent,Low,1,1,1,0,0,0,
USER_00374,treatment,Poor,Medium,1,1,1,0,0,0,
USER_00375,treatment,Good,Medium,1,1,1,1,1,1,12036.0
USER_00376,control,Good,Medium,1,1,0,0,0,0,
USER_00377,control,Good,Low,1,1,0,0,0,0,
USER_00378,treatment,Good,High,1,1,0,0,0,0,
USER_00379,treatment,Fair,Low,1,1,1,0,0,0,
USER_00380,treatment,Good,Medium,1,1,1,0,0,0,
USER_00381,treatment,Good,Medium,1,1,1,1,1,1,12817.0
USER_00382,treatment,Good,Medium,1,1,1,1,1,1,10103.0
USER_00383,control,Good,Low,1,1,0,0,0,0,
USER_00384,treatment,Poor,Medium,1,1,0,0,0,0,
USER_00385,control,Excellent,Medium,1,1,0,0,0,0,
USER_00386,control,Good,High,1,1,0,0,0,0,
USER_00387,control,Good,Medium,1,1,1,0,0,0,
USER_00388,control,Fair,Low,1,1,1,0,0,0,
USER_00389,control,Good,Medium,1,1,0,0,0,0,
USER_00390,treatment,Fair,Medium,1,1,1,1,1,1,19309.0
USER_00391,treatment,Fair,Medium,1,1,1,0,0,0,
USER_00392,treatment,Poor,High,1,1,1,0,0,0,
USER_00393,control,Good,Medium,1,1,1,0,0,0,
USER_00394,treatment,Good,High,1,1,1,0,0,0,
USER_00395,control,Fair,Medium,1,1,1,0,0,0,
USER_00396,control,Good,Low,1,1,1,0,0,0,
USER_00397,control,Good,Medium,1,1,0,0,0,0,
USER_00398,treatment,Fair,Medium,1,1,1,0,0,0,
USER_00399,control,Excellent,High,1,1,1,0,0,0,
USER_00400,control,Excellent,High,1,1,1,1,1,1,5347.0
USER_00401,control,Good,Low,1,1,1,0,0,0,
USER_00402,treatment,Excellent,Medium,1,1,0,0,0,0,
USER_00403,control,Poor,Medium,1,1,0,0,0,0,
USER_00404,treatment,Excellent,Medium,1,1,1,0,0,0,
USER_00405,control,Fair,Medium,1,1,1,0,0,0,
USER_00406,treatment,Fair,Medium,1,1,0,0,0,0,
USER_00407,control,Fair,Medium,1,1,0,0,0,0,
USER_00408,control,Poor,Low,1,1,0,0,0,0,
USER_00409,control,Good,Medium,1,1,0,0,0,0,
USER_00410,control,Good,Medium,1,1,1,0,0,0,
USER_00411,treatment,Poor,High,1,1,0,0,0,0,
USER_00412,treatment,Good,Medium,1,1,1,1,1,1,19882.0
USER_00413,control,Good,Low,1,1,0,0,0,0,
USER_00414,control,Fair,High,1,1,0,0,0,0,
USER_00415,treatment,Fair,Medium,1,1,0,0,0,0,
USER_00416,control,Good,Medium,1,1,0,0,0,0,
USER_00417,treatment,Excellent,Low,1,1,1,0,0,0,
USER_00418,control,Fair,Medium,1,1,1,0,0,0,
USER_00419,treatment,Good,Medium,1,1,1,0,0,0,
USER_00420,control,Fair,High,1,1,1,0,0,0,
USER_00421,control,Fair,Medium,1,1,0,0,0,0,
USER_00422,control,Good,Medium,1,1,0,0,0,0,
USER_00423,treatment,Fair,Medium,1,1,1,1,1,1,8386.0
USER_00424,treatment,Good,High,1,1,1,1,1,1,19363.0
USER_00425,treatment,Fair,Medium,1,1,1,0,0,0,
USER_00426,control,Fair,Low,1,1,1,1,1,1,10173.0
USER_00427,control,Good,Low,1,1,0,0,0,0,
USER_00428,control,Excellent,Medium,1,1,0,0,0,0,
USER_00429,treatment,Good,High,1,1,1,1,1,1,10671.0
USER_00430,control,Poor,Medium,1,1,0,0,0,0,
USER_00431,treatment,Fair,Medium,1,1,1,0,0,0,
USER_00432,control,Good,High,1,1,1,0,0,0,
USER_00433,control,Good,Medium,1,1,0,0,0,0,
USER_00434,control,Fair,Medium,1,1,0,0,0,0,
USER_00435,control,Fair,Medium,1,1,0,0,0,0,
USER_00436,treatment,Poor,Medium,1,1,1,1,1,1,10350.0
USER_00437,treatment,Fair,Medium,1,1,1,0,0,0,
USER_00438,treatment,Fair,High,1,1,1,0,0,0,
USER_00439,control,Good,High,1,1,1,0,0,0,
USER_00440,control,Good,Medium,1,1,0,0,0,0,
USER_00441,control,Good,High,1,1,0,0,0,0,
USER_00442,treatment,Excellent,High,1,1,1,0,0,0,
USER_00443,control,Good,Medium,1,1,0,0,0,0,
USER_00444,control,Good,Low,1,1,0,0,0,0,
USER_00445,treatment,Fair,Medium,1,1,1,0,0,0,
USER_00446,treatment,Good,Medium,1,1,1,0,0,0,
USER_00447,treatment,Good,Low,1,1,1,0,0,0,
USER_00448,control,Fair,Medium,1,1,0,0,0,0,
USER_00449,control,Excellent,Medium,1,1,1,0,0,0,
USER_00450,control,Fair,Low,1,1,0,0,0,0,
USER_00451,treatment,Good,Medium,1,1,0,0,0,0,
USER_00452,control,Fair,Medium,1,1,0,0,0,0,
USER_00453,treatment,Good,High,1,1,1,0,0,0,
USER_00454,control,Good,Medium,1,1,0,0,0,0,
USER_00455,control,Good,High,1,1,0,0,0,0,
USER_00456,control,Fair,Medium,1,1,0,0,0,0,
USER_00457,treatment,Excellent,Medium,1,1,1,0,0,0,
USER_00458,treatment,Good,Medium,1,1,1,0,0,0,
USER_00459,treatment,Excellent,Medium,1,1,1,0,0,0,
USER_00460,treatment,Good,Medium,1,1,1,0,0,0,
USER_00461,treatment,Good,High,1,1,1,1,1,1,9154.0
